ID,Year,Impact.factor,Peer.reviewed,Acoustic.Indices,Taxonomic.group,Environment,Biodiversity.parameter,Diversity.source,Pseudoreplication,Pseudoreplication.type,sample.size,Adjusted.sample.size,Independence,Statistical_test,R2,r,MSE,st_error,t,F,df,Significacion,slope,confidence _interval
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,3,spearman,NA,0.6,NA,NA,NA,NA,NA,0.4,NA,NA
80,2017,2.28,YES,H,fish,A,diversity,no_acoustic,NO,NA,4,4,4,spearman,NA,0,NA,NA,NA,NA,NA,0.9,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,4,spearman,NA,-0.05,NA,NA,NA,NA,NA,0.9,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,4,spearman,NA,0,NA,NA,NA,NA,NA,1,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,4,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.7,NA,NA
80,2017,2.28,YES,H,fish,A,diversity,no_acoustic,NO,NA,4,4,4,spearman,NA,-0.2,NA,NA,NA,NA,NA,0.3,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,4,spearman,NA,0,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,H,fish,A,richness,no_acoustic,NO,NA,4,4,4,spearman,NA,0.6,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,H,fish,A,abundance,no_acoustic,NO,NA,4,4,4,spearman,NA,0.6,NA,NA,NA,NA,NA,0,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,1,spearman,NA,-0.3,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,4,4,1,spearman,NA,0.3,NA,NA,NA,NA,NA,0.6,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,1,spearman,NA,-0.5,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,1,spearman,NA,-0.3,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,4,4,1,spearman,NA,-0.3,NA,NA,NA,NA,NA,0.4,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,1,spearman,NA,0,NA,NA,NA,NA,NA,0.9,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,1,spearman,NA,0,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,1,spearman,NA,0.2,NA,NA,NA,NA,NA,0.7,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,2,spearman,NA,0,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,4,4,2,spearman,NA,0.6,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,2,spearman,NA,-0.3,NA,NA,NA,NA,NA,0.5,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,2,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.7,NA,NA
80,2017,2.28,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,4,4,2,spearman,NA,-0.3,NA,NA,NA,NA,NA,0.6,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,2,spearman,NA,0.2,NA,NA,NA,NA,NA,0.6,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,2,spearman,NA,0.2,NA,NA,NA,NA,NA,0.7,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,2,spearman,NA,0.2,NA,NA,NA,NA,NA,0.7,NA,NA
80,2017,2.28,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.3,NA,NA,NA,NA,NA,0.6,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,3,spearman,NA,0.2,NA,NA,NA,NA,NA,0.6,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.5,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.4,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.7,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,3,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,3,spearman,NA,0,NA,NA,NA,NA,NA,1,NA,NA
80,2017,2.28,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,4,4,4,spearman,NA,-0.2,NA,NA,NA,NA,NA,0.5,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,4,spearman,NA,0.2,NA,NA,NA,NA,NA,0.6,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,4,spearman,NA,-0.5,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,4,spearman,NA,-0.4,NA,NA,NA,NA,NA,0.2,NA,NA
80,2017,2.28,YES,ACI,fish,A,diversity,no_acoustic,NO,NA,4,4,4,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,4,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.8,NA,NA
80,2017,2.28,YES,ACI,fish,A,richness,no_acoustic,NO,NA,4,4,4,spearman,NA,0,NA,NA,NA,NA,NA,1,NA,NA
80,2017,2.28,YES,ACI,fish,A,abundance,no_acoustic,NO,NA,4,4,4,spearman,NA,0,NA,NA,NA,NA,NA,0.8,NA,NA
86,2018,3.4,YES,ACI,anurans,T,sound_abundance,acoustic,YES,Temporal,7920,33,1,spearman,0.29,0.539,NA,NA,NA,NA,NA,0.001,NA,NA
86,2018,3.4,YES,ACI,anurans,T,sound_abundance,acoustic,YES,Temporal,7920,33,2,spearman,0.12,0.346,NA,NA,NA,NA,NA,0.05,NA,NA
86,2018,3.4,YES,ACI,anurans,T,sound_abundance,acoustic,YES,Temporal,7920,33,3,spearman,0.06,0.245,NA,NA,NA,NA,NA,0.05,NA,NA
86,2018,3.4,YES,Ht,anurans,T,sound_abundance,acoustic,YES,Temporal,7920,33,1,spearman,0.34,0.583,NA,NA,NA,NA,NA,0.001,NA,NA
86,2018,3.4,YES,Ht,anurans,T,sound_abundance,acoustic,YES,Temporal,7920,33,2,spearman,0.16,0.4,NA,NA,NA,NA,NA,0.01,NA,NA
86,2018,3.4,YES,Ht,anurans,T,sound_abundance,acoustic,YES,Temporal,7920,33,3,spearman,0.19,0.436,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.6,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.5,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.6,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.58,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.38,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,0.2,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,0.2,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,0.16,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,0.1,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,0.24,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.6,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.55,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.63,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.6,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,1,spearman,NA,0.36,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.01,NA,NA
87,2018,4.49,YES,ACI,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,-0.09,NA,NA,NA,NA,NA,0.01,NA,NA
87,2018,4.49,YES,ACI,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,-0.1,NA,NA,NA,NA,NA,0.01,NA,NA
87,2018,4.49,YES,ACI,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,-0.198,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ACI,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,2,spearman,NA,0.1,NA,NA,NA,NA,NA,0.01,NA,NA
87,2018,4.49,YES,ADI,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,3,spearman,NA,-0.6,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ADI,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,4,spearman,NA,-0.196,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ADI,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,3,spearman,NA,-0.62,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,ADI,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,4,spearman,NA,-0.45,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,AEI,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,3,spearman,NA,0.45,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,AEI,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,4,spearman,NA,0.198,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,AEI,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,3,spearman,NA,0.67,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,AEI,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,4,spearman,NA,0.5,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,BIO,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,5,spearman,NA,0.65,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,BIO,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,6,spearman,NA,0.198,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,BIO,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,5,spearman,NA,0.7,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,BIO,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,6,spearman,NA,0.55,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,Hf,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,6,spearman,NA,-0.5,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,Hf,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,7,spearman,NA,-0.18,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,Hf,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,6,spearman,NA,-0.6,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,Hf,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,7,spearman,NA,-0.55,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,Ht,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,6,spearman,NA,-0.56,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,Ht,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,7,spearman,NA,-0.18,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,Ht,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,6,spearman,NA,-0.58,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,Ht,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,7,spearman,NA,-0.3,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,NDSI,birds,T,richness,acoustic,YES,Spatial_temporal,1976,4,8,spearman,NA,0.3,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,NDSI,birds,T,richness,acoustic,YES,Spatial_temporal,1201,4,9,spearman,NA,0.25,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,NDSI,birds,T,sound_abundance,acoustic,YES,Spatial_temporal,1976,4,8,spearman,NA,0.39,NA,NA,NA,NA,NA,0.001,NA,NA
87,2018,4.49,YES,NDSI,several,T,sound_abundance,acoustic,YES,Spatial_temporal,1201,4,9,spearman,NA,0.39,NA,NA,NA,NA,NA,0.001,NA,NA
90,2018,NA,YES,ACI,birds,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.107,NA,NA,NA,NA,NA,NA,NA,NA
90,2018,NA,YES,ACI,invertebrates,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA
90,2018,NA,YES,ACI,anurans,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA
90,2018,NA,YES,ACI,mammals,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.057,NA,NA,NA,NA,NA,NA,NA,NA
90,2018,NA,YES,BIO,birds,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.129,NA,NA,NA,NA,NA,NA,NA,NA
90,2018,NA,YES,BIO,invertebrates,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.053,NA,NA,NA,NA,NA,NA,NA,NA
90,2018,NA,YES,BIO,anurans,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.165,NA,NA,NA,NA,NA,NA,NA,NA
90,2018,NA,YES,BIO,mammals,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.08,NA,NA,NA,NA,NA,NA,NA,NA
90,2018,NA,YES,ADI,birds,T,sound_richness,acoustic,NO,NA,7,7,1,lineal_regresion,NA,-0.442,NA,NA,NA,NA,NA,0.01,NA,NA
90,2018,NA,YES,ADI,invertebrates,T,sound_richness,acoustic,NO,NA,7,7,1,lineal_regresion,NA,0.673,NA,NA,NA,NA,NA,0.5,NA,NA
90,2018,NA,YES,ADI,anurans,T,sound_richness,acoustic,NO,NA,7,7,1,lineal_regresion,NA,0.773,NA,NA,NA,NA,NA,0.7,NA,NA
90,2018,NA,YES,ADI,mammals,T,sound_richness,acoustic,NO,NA,7,7,1,lineal_regresion,NA,0.365,NA,NA,NA,NA,NA,0.01,NA,NA
90,2018,NA,YES,H,birds,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.449,NA,NA,NA,NA,NA,0.01,NA,NA
90,2018,NA,YES,H,invertebrates,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,0.697,NA,NA,NA,NA,NA,0.5,NA,NA
90,2018,NA,YES,H,anurans,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,0.824,NA,NA,NA,NA,NA,0.7,NA,NA
90,2018,NA,YES,H,mammals,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,0.379,NA,NA,NA,NA,NA,0.01,NA,NA
90,2018,NA,YES,NDSI,birds,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.488,NA,NA,NA,NA,NA,0.01,NA,NA
90,2018,NA,YES,NDSI,invertebrates,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,0.673,NA,NA,NA,NA,NA,0.5,NA,NA
90,2018,NA,YES,NDSI,anurans,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,0.819,NA,NA,NA,NA,NA,0.7,NA,NA
90,2018,NA,YES,NDSI,mammals,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,0.407,NA,NA,NA,NA,NA,0.01,NA,NA
90,2018,NA,YES,AEI,birds,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,0.52,NA,NA,NA,NA,NA,0.5,NA,NA
90,2018,NA,YES,AEI,invertebrates,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.59,NA,NA,NA,NA,NA,0.5,NA,NA
90,2018,NA,YES,AEI,anurans,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.731,NA,NA,NA,NA,NA,0.7,NA,NA
90,2018,NA,YES,AEI,mammals,T,sound_richness,acoustic,NO,NA,7,7,1,spearman,NA,-0.397,NA,NA,NA,NA,NA,0.01,NA,NA
92,2018,1.95,YES,ACI,mammals,T,abundance,no_acoustic,NO,NA,258,258,1,LMM,0.386,NA,NA,0.106,10.473,NA,NA,0.001,1.109,0.95
92,2018,1.95,YES,AR,mammals,T,abundance,no_acoustic,NO,NA,258,258,1,LMM,NA,NA,NA,0.076,-0.426,NA,NA,0.671,-0.302,NA
92,2018,1.95,YES,ADI,mammals,T,abundance,no_acoustic,NO,NA,258,258,1,LMM,NA,NA,NA,0.015,-0.279,NA,NA,0.78,-0.004,NA
92,2018,1.95,YES,H,mammals,T,abundance,no_acoustic,NO,NA,258,258,1,LMM,0.219,NA,NA,0.008,2.253,NA,NA,0.001,0.018,0.95
96,2018,NA,YES,AEI,birds,T,richness,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.38,NA,NA,NA,NA,NA,0.224,NA,NA
96,2018,NA,YES,AEI,birds,T,abundance,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.613,NA,NA,NA,NA,NA,0.034,NA,NA
96,2018,NA,YES,AEI,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.455,NA,NA,NA,NA,NA,0.14,NA,NA
96,2018,NA,YES,AEI,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.495,NA,NA,NA,NA,NA,0.102,NA,NA
96,2018,NA,YES,ADI,birds,T,richness,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.46,NA,NA,NA,NA,NA,0.132,NA,NA
96,2018,NA,YES,ADI,birds,T,abundance,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.644,NA,NA,NA,NA,NA,0.024,NA,NA
96,2018,NA,YES,ADI,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.538,NA,NA,NA,NA,NA,0.075,NA,NA
96,2018,NA,YES,ADI,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.512,NA,NA,NA,NA,NA,0.089,NA,NA
96,2018,NA,YES,ACI,birds,T,richness,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.643,NA,NA,NA,NA,NA,0.024,NA,NA
96,2018,NA,YES,ACI,birds,T,abundance,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.606,NA,NA,NA,NA,NA,0.037,NA,NA
96,2018,NA,YES,ACI,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.741,NA,NA,NA,NA,NA,0.008,NA,NA
96,2018,NA,YES,ACI,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.386,NA,NA,NA,NA,NA,0.215,NA,NA
96,2018,NA,YES,BIO,birds,T,richness,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.482,NA,NA,NA,NA,NA,0.113,NA,NA
96,2018,NA,YES,BIO,birds,T,abundance,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.487,NA,NA,NA,NA,NA,0.108,NA,NA
96,2018,NA,YES,BIO,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.643,NA,NA,NA,NA,NA,0.028,NA,NA
96,2018,NA,YES,BIO,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.495,NA,NA,NA,NA,NA,0.102,NA,NA
96,2018,NA,YES,NDSI,birds,T,richness,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.366,NA,NA,NA,NA,NA,0.243,NA,NA
96,2018,NA,YES,NDSI,birds,T,abundance,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.091,NA,NA,NA,NA,NA,0.778,NA,NA
96,2018,NA,YES,NDSI,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.294,NA,NA,NA,NA,NA,0.354,NA,NA
96,2018,NA,YES,NDSI,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.26,NA,NA,NA,NA,NA,0.415,NA,NA
96,2018,NA,YES,H,birds,T,richness,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.503,NA,NA,NA,NA,NA,0.096,NA,NA
96,2018,NA,YES,H,birds,T,abundance,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.357,NA,NA,NA,NA,NA,0.254,NA,NA
96,2018,NA,YES,H,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.42,NA,NA,NA,NA,NA,0.177,NA,NA
96,2018,NA,YES,H,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.263,NA,NA,NA,NA,NA,0.409,NA,NA
96,2018,NA,YES,M,birds,T,richness,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.566,NA,NA,NA,NA,NA,0.055,NA,NA
96,2018,NA,YES,M,birds,T,abundance,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.441,NA,NA,NA,NA,NA,0.151,NA,NA
96,2018,NA,YES,M,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.587,NA,NA,NA,NA,NA,0.049,NA,NA
96,2018,NA,YES,M,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.533,NA,NA,NA,NA,NA,0.074,NA,NA
96,2018,NA,YES,NP,birds,T,richness,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.545,NA,NA,NA,NA,NA,0.067,NA,NA
96,2018,NA,YES,NP,birds,T,abundance,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,-0.518,NA,NA,NA,NA,NA,0.084,NA,NA
96,2018,NA,YES,NP,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.678,NA,NA,NA,NA,NA,0.019,NA,NA
96,2018,NA,YES,NP,birds,T,diversity,no_acoustic,YES,Spatial_temporal,48,12,1,spearman,NA,0.358,NA,NA,NA,NA,NA,0.253,NA,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,1,lineal_regresion,NA,0,NA,NA,NA,NA,NA,0.94,0,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,2,lineal_regresion,NA,0.17,NA,NA,NA,NA,NA,0,0.2,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,3,lineal_regresion,NA,0.21,NA,NA,NA,NA,NA,0,0.3,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,4,lineal_regresion,NA,0.19,NA,NA,NA,NA,NA,0,0.2,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,5,lineal_regresion,NA,0.25,NA,NA,NA,NA,NA,0,0.2,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,6,lineal_regresion,NA,0.27,NA,NA,NA,NA,NA,0,0.7,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,7,lineal_regresion,NA,0.7,NA,NA,NA,NA,NA,0,0.2,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,8,lineal_regresion,NA,0.78,NA,NA,NA,NA,NA,0,2.7,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,9,lineal_regresion,NA,0.77,NA,NA,NA,NA,NA,0,2.9,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,10,lineal_regresion,NA,0.73,NA,NA,NA,NA,NA,0,2.1,NA
10,2016,4.259,YES,ACI,invertebrates,A,sound_abundance,acoustic,NO,NA,36,36,11,lineal_regresion,NA,0.64,NA,NA,NA,NA,NA,0,0.4,NA
10,2016,4.259,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,36,36,1,lineal_regresion,NA,0.1,NA,NA,NA,NA,NA,0.09,0.001,NA
10,2016,4.259,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,36,36,2,lineal_regresion,NA,0.68,NA,NA,NA,NA,NA,0,0.01,NA
10,2016,4.259,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,36,36,3,lineal_regresion,NA,0.85,NA,NA,NA,NA,NA,0,0.01,NA
10,2016,4.259,YES,ACI,fish,A,sound_abundance,acoustic,NO,NA,36,36,4,lineal_regresion,NA,0.72,NA,NA,NA,NA,NA,0,0.01,NA
